"r0_label","r1_label","r2_label","v_label","yr","r0","r1","r2","id","w","v","r2_v","r1_v","r0_v","r2_n","r1_n","r0_n","r2_n_notna","r1_n_notna","r0_n_notna","z_level","z_ids","z_n","z_n_pct","z_g_score","z"
"World","Latin America and the Caribbean","South America","Córdoba",2006,1,419,5,6,1,0.0147542783961198,0.0147542783961198,0.0147542783961198,0.0147542783961198,12,12,12,12,12,12,"v","6",1,1,0,0.0147542783961198
"World","Latin America and the Caribbean","South America","Córdoba",2007,1,419,5,6,1,0.0142147315494213,0.0142147315494213,0.0142147315494213,0.0142147315494213,12,12,12,12,12,12,"v","6",1,1,0,0.0142147315494213
"World","Latin America and the Caribbean","South America","Córdoba",2008,1,419,5,6,1,0.0132712249884302,0.0132712249884302,0.0132712249884302,0.0132712249884302,12,12,12,12,12,12,"v","6",1,1,0,0.0132712249884302
"World","Latin America and the Caribbean","South America","Córdoba",2009,1,419,5,6,1,0.0140475825712681,0.0140475825712681,0.0140475825712681,0.0140475825712681,12,12,12,12,12,12,"v","6",1,1,0,0.0140475825712681
"World","Latin America and the Caribbean","South America","Córdoba",2010,1,419,5,6,1,0.013617463059614,0.013617463059614,0.013617463059614,0.013617463059614,12,12,12,12,12,12,"v","6",1,1,0,0.013617463059614
"World","Latin America and the Caribbean","South America","Córdoba",2011,1,419,5,6,1,0.012532368045024,0.012532368045024,0.012532368045024,0.012532368045024,12,12,12,12,12,12,"v","6",1,1,0,0.012532368045024
"World","Latin America and the Caribbean","South America","Córdoba",2012,1,419,5,6,1,0.0123086663464264,0.0123086663464264,0.0123086663464264,0.0123086663464264,12,12,12,12,12,12,"v","6",1,1,0,0.0123086663464264
"World","Latin America and the Caribbean","South America","La Guajira",1990,1,419,5,12,1,0.0110852868025015,0.0110852868025015,0.0110852868025015,0.0110852868025015,12,12,12,12,12,12,"v","12",1,1,0,0.0110852868025015
"World","Latin America and the Caribbean","South America","La Guajira",1991,1,419,5,12,1,0.0113389742544577,0.0113389742544577,0.0113389742544577,0.0113389742544577,12,12,12,12,12,12,"v","12",1,1,0,0.0113389742544577
"World","Latin America and the Caribbean","South America","La Guajira",1992,1,419,5,12,1,0.0128940736234819,0.0128940736234819,0.0128940736234819,0.0128940736234819,12,12,12,12,12,12,"v","12",1,1,0,0.0128940736234819
"World","Latin America and the Caribbean","South America","La Guajira",1993,1,419,5,12,1,0.0130180886796176,0.0130180886796176,0.0130180886796176,0.0130180886796176,12,12,12,12,12,12,"v","12",1,1,0,0.0130180886796176
"World","Latin America and the Caribbean","South America","La Guajira",1994,1,419,5,12,1,0.0115779514696784,0.0115779514696784,0.0115779514696784,0.0115779514696784,12,12,12,12,12,12,"v","12",1,1,0,0.0115779514696784
"World","Latin America and the Caribbean","South America","La Guajira",1995,1,419,5,12,1,0.0115618835316687,0.0115618835316687,0.0115618835316687,0.0115618835316687,12,12,12,12,12,12,"v","12",1,1,0,0.0115618835316687
"World","Latin America and the Caribbean","South America","La Guajira",1996,1,419,5,12,1,0.0124960027280426,0.0124960027280426,0.0124960027280426,0.0124960027280426,12,12,12,12,12,12,"v","12",1,1,0,0.0124960027280426
"World","Latin America and the Caribbean","South America","La Guajira",1997,1,419,5,12,1,0.0122597529374729,0.0122597529374729,0.0122597529374729,0.0122597529374729,12,12,12,12,12,12,"v","12",1,1,0,0.0122597529374729
"World","Latin America and the Caribbean","South America","La Guajira",1998,1,419,5,12,1,0.0118178042510533,0.0118178042510533,0.0118178042510533,0.0118178042510533,12,12,12,12,12,12,"v","12",1,1,0,0.0118178042510533
"World","Latin America and the Caribbean","South America","La Guajira",1999,1,419,5,12,1,0.0122530802277283,0.0122530802277283,0.0122530802277283,0.0122530802277283,12,12,12,12,12,12,"v","12",1,1,0,0.0122530802277283
"World","Latin America and the Caribbean","South America","La Guajira",2000,1,419,5,12,1,0.0119051443401756,0.0119051443401756,0.0119051443401756,0.0119051443401756,12,12,12,12,12,12,"v","12",1,1,0,0.0119051443401756
"World","Latin America and the Caribbean","South America","La Guajira",2001,1,419,5,12,1,0.0131041592349824,0.0131041592349824,0.0131041592349824,0.0131041592349824,12,12,12,12,12,12,"v","12",1,1,0,0.0131041592349824
"World","Latin America and the Caribbean","South America","La Guajira",2002,1,419,5,12,1,0.0123023239107723,0.0123023239107723,0.0123023239107723,0.0123023239107723,12,12,12,12,12,12,"v","12",1,1,0,0.0123023239107723
"World","Latin America and the Caribbean","South America","La Guajira",2003,1,419,5,12,1,0.0126081220937769,0.0126081220937769,0.0126081220937769,0.0126081220937769,12,12,12,12,12,12,"v","12",1,1,0,0.0126081220937769
"World","Latin America and the Caribbean","South America","La Guajira",2004,1,419,5,12,1,0.0136002711845561,0.0136002711845561,0.0136002711845561,0.0136002711845561,12,12,12,12,12,12,"v","12",1,1,0,0.0136002711845561
"World","Latin America and the Caribbean","South America","La Guajira",2005,1,419,5,12,1,0.0139704505076841,0.0139704505076841,0.0139704505076841,0.0139704505076841,12,12,12,12,12,12,"v","12",1,1,0,0.0139704505076841
"World","Latin America and the Caribbean","South America","La Guajira",2006,1,419,5,12,1,0.0147542783961198,0.0147542783961198,0.0147542783961198,0.0147542783961198,12,12,12,12,12,12,"v","12",1,1,0,0.0147542783961198
"World","Latin America and the Caribbean","South America","La Guajira",2007,1,419,5,12,1,0.0142147315494213,0.0142147315494213,0.0142147315494213,0.0142147315494213,12,12,12,12,12,12,"v","12",1,1,0,0.0142147315494213
"World","Latin America and the Caribbean","South America","La Guajira",2008,1,419,5,12,1,0.0132712249884302,0.0132712249884302,0.0132712249884302,0.0132712249884302,12,12,12,12,12,12,"v","12",1,1,0,0.0132712249884302
"World","Latin America and the Caribbean","South America","La Guajira",2009,1,419,5,12,1,0.0140475825712681,0.0140475825712681,0.0140475825712681,0.0140475825712681,12,12,12,12,12,12,"v","12",1,1,0,0.0140475825712681
"World","Latin America and the Caribbean","South America","La Guajira",2010,1,419,5,12,1,0.013617463059614,0.013617463059614,0.013617463059614,0.013617463059614,12,12,12,12,12,12,"v","12",1,1,0,0.013617463059614
"World","Latin America and the Caribbean","South America","La Guajira",2011,1,419,5,12,1,0.012532368045024,0.012532368045024,0.012532368045024,0.012532368045024,12,12,12,12,12,12,"v","12",1,1,0,0.012532368045024
"World","Latin America and the Caribbean","South America","La Guajira",2012,1,419,5,12,1,0.0123086663464264,0.0123086663464264,0.0123086663464264,0.0123086663464264,12,12,12,12,12,12,"v","12",1,1,0,0.0123086663464264
"World","Latin America and the Caribbean","South America","Magdalena",1990,1,419,5,10,1,0.0110852868025015,0.0110852868025015,0.0110852868025015,0.0110852868025015,12,12,12,12,12,12,"v","10",1,1,0,0.0110852868025015
"World","Latin America and the Caribbean","South America","Magdalena",1991,1,419,5,10,1,0.0113389742544577,0.0113389742544577,0.0113389742544577,0.0113389742544577,12,12,12,12,12,12,"v","10",1,1,0,0.0113389742544577
"World","Latin America and the Caribbean","South America","Magdalena",1992,1,419,5,10,1,0.0128940736234819,0.0128940736234819,0.0128940736234819,0.0128940736234819,12,12,12,12,12,12,"v","10",1,1,0,0.0128940736234819
"World","Latin America and the Caribbean","South America","Magdalena",1993,1,419,5,10,1,0.0130180886796176,0.0130180886796176,0.0130180886796176,0.0130180886796176,12,12,12,12,12,12,"v","10",1,1,0,0.0130180886796176
"World","Latin America and the Caribbean","South America","Magdalena",1994,1,419,5,10,1,0.0115779514696784,0.0115779514696784,0.0115779514696784,0.0115779514696784,12,12,12,12,12,12,"v","10",1,1,0,0.0115779514696784
"World","Latin America and the Caribbean","South America","Magdalena",1995,1,419,5,10,1,0.0115618835316687,0.0115618835316687,0.0115618835316687,0.0115618835316687,12,12,12,12,12,12,"v","10",1,1,0,0.0115618835316687
"World","Latin America and the Caribbean","South America","Magdalena",1996,1,419,5,10,1,0.0124960027280426,0.0124960027280426,0.0124960027280426,0.0124960027280426,12,12,12,12,12,12,"v","10",1,1,0,0.0124960027280426
"World","Latin America and the Caribbean","South America","Magdalena",1997,1,419,5,10,1,0.0122597529374729,0.0122597529374729,0.0122597529374729,0.0122597529374729,12,12,12,12,12,12,"v","10",1,1,0,0.0122597529374729
"World","Latin America and the Caribbean","South America","Magdalena",1998,1,419,5,10,1,0.0118178042510533,0.0118178042510533,0.0118178042510533,0.0118178042510533,12,12,12,12,12,12,"v","10",1,1,0,0.0118178042510533
"World","Latin America and the Caribbean","South America","Magdalena",1999,1,419,5,10,1,0.0122530802277283,0.0122530802277283,0.0122530802277283,0.0122530802277283,12,12,12,12,12,12,"v","10",1,1,0,0.0122530802277283
"World","Latin America and the Caribbean","South America","Magdalena",2000,1,419,5,10,1,0.0119051443401756,0.0119051443401756,0.0119051443401756,0.0119051443401756,12,12,12,12,12,12,"v","10",1,1,0,0.0119051443401756
"World","Latin America and the Caribbean","South America","Magdalena",2001,1,419,5,10,1,0.0131041592349824,0.0131041592349824,0.0131041592349824,0.0131041592349824,12,12,12,12,12,12,"v","10",1,1,0,0.0131041592349824
"World","Latin America and the Caribbean","South America","Magdalena",2002,1,419,5,10,1,0.0123023239107723,0.0123023239107723,0.0123023239107723,0.0123023239107723,12,12,12,12,12,12,"v","10",1,1,0,0.0123023239107723
"World","Latin America and the Caribbean","South America","Magdalena",2003,1,419,5,10,1,0.0126081220937769,0.0126081220937769,0.0126081220937769,0.0126081220937769,12,12,12,12,12,12,"v","10",1,1,0,0.0126081220937769
"World","Latin America and the Caribbean","South America","Magdalena",2004,1,419,5,10,1,0.0136002711845561,0.0136002711845561,0.0136002711845561,0.0136002711845561,12,12,12,12,12,12,"v","10",1,1,0,0.0136002711845561
"World","Latin America and the Caribbean","South America","Magdalena",2005,1,419,5,10,1,0.0139704505076841,0.0139704505076841,0.0139704505076841,0.0139704505076841,12,12,12,12,12,12,"v","10",1,1,0,0.0139704505076841
"World","Latin America and the Caribbean","South America","Magdalena",2006,1,419,5,10,1,0.0147542783961198,0.0147542783961198,0.0147542783961198,0.0147542783961198,12,12,12,12,12,12,"v","10",1,1,0,0.0147542783961198
"World","Latin America and the Caribbean","South America","Magdalena",2007,1,419,5,10,1,0.0142147315494213,0.0142147315494213,0.0142147315494213,0.0142147315494213,12,12,12,12,12,12,"v","10",1,1,0,0.0142147315494213
"World","Latin America and the Caribbean","South America","Magdalena",2008,1,419,5,10,1,0.0132712249884302,0.0132712249884302,0.0132712249884302,0.0132712249884302,12,12,12,12,12,12,"v","10",1,1,0,0.0132712249884302
"World","Latin America and the Caribbean","South America","Magdalena",2009,1,419,5,10,1,0.0140475825712681,0.0140475825712681,0.0140475825712681,0.0140475825712681,12,12,12,12,12,12,"v","10",1,1,0,0.0140475825712681
"World","Latin America and the Caribbean","South America","Magdalena",2010,1,419,5,10,1,0.013617463059614,0.013617463059614,0.013617463059614,0.013617463059614,12,12,12,12,12,12,"v","10",1,1,0,0.013617463059614
"World","Latin America and the Caribbean","South America","Magdalena",2011,1,419,5,10,1,0.012532368045024,0.012532368045024,0.012532368045024,0.012532368045024,12,12,12,12,12,12,"v","10",1,1,0,0.012532368045024
"World","Latin America and the Caribbean","South America","Magdalena",2012,1,419,5,10,1,0.0123086663464264,0.0123086663464264,0.0123086663464264,0.0123086663464264,12,12,12,12,12,12,"v","10",1,1,0,0.0123086663464264
"World","Latin America and the Caribbean","South America","Nariño",1990,1,419,5,1,1,0.0110852868025015,0.0110852868025015,0.0110852868025015,0.0110852868025015,12,12,12,12,12,12,"v","1",1,1,0,0.0110852868025015
"World","Latin America and the Caribbean","South America","Nariño",1991,1,419,5,1,1,0.0113389742544577,0.0113389742544577,0.0113389742544577,0.0113389742544577,12,12,12,12,12,12,"v","1",1,1,0,0.0113389742544577
"World","Latin America and the Caribbean","South America","Nariño",1992,1,419,5,1,1,0.0128940736234819,0.0128940736234819,0.0128940736234819,0.0128940736234819,12,12,12,12,12,12,"v","1",1,1,0,0.0128940736234819
"World","Latin America and the Caribbean","South America","Nariño",1993,1,419,5,1,1,0.0130180886796176,0.0130180886796176,0.0130180886796176,0.0130180886796176,12,12,12,12,12,12,"v","1",1,1,0,0.0130180886796176
"World","Latin America and the Caribbean","South America","Nariño",1994,1,419,5,1,1,0.0115779514696784,0.0115779514696784,0.0115779514696784,0.0115779514696784,12,12,12,12,12,12,"v","1",1,1,0,0.0115779514696784
"World","Latin America and the Caribbean","South America","Nariño",1995,1,419,5,1,1,0.0115618835316687,0.0115618835316687,0.0115618835316687,0.0115618835316687,12,12,12,12,12,12,"v","1",1,1,0,0.0115618835316687
"World","Latin America and the Caribbean","South America","Nariño",1996,1,419,5,1,1,0.0124960027280426,0.0124960027280426,0.0124960027280426,0.0124960027280426,12,12,12,12,12,12,"v","1",1,1,0,0.0124960027280426
"World","Latin America and the Caribbean","South America","Nariño",1997,1,419,5,1,1,0.0122597529374729,0.0122597529374729,0.0122597529374729,0.0122597529374729,12,12,12,12,12,12,"v","1",1,1,0,0.0122597529374729
"World","Latin America and the Caribbean","South America","Nariño",1998,1,419,5,1,1,0.0118178042510533,0.0118178042510533,0.0118178042510533,0.0118178042510533,12,12,12,12,12,12,"v","1",1,1,0,0.0118178042510533
"World","Latin America and the Caribbean","South America","Nariño",1999,1,419,5,1,1,0.0122530802277283,0.0122530802277283,0.0122530802277283,0.0122530802277283,12,12,12,12,12,12,"v","1",1,1,0,0.0122530802277283
"World","Latin America and the Caribbean","South America","Nariño",2000,1,419,5,1,1,0.0119051443401756,0.0119051443401756,0.0119051443401756,0.0119051443401756,12,12,12,12,12,12,"v","1",1,1,0,0.0119051443401756
"World","Latin America and the Caribbean","South America","Nariño",2001,1,419,5,1,1,0.0131041592349824,0.0131041592349824,0.0131041592349824,0.0131041592349824,12,12,12,12,12,12,"v","1",1,1,0,0.0131041592349824
"World","Latin America and the Caribbean","South America","Nariño",2002,1,419,5,1,1,0.0123023239107723,0.0123023239107723,0.0123023239107723,0.0123023239107723,12,12,12,12,12,12,"v","1",1,1,0,0.0123023239107723
"World","Latin America and the Caribbean","South America","Nariño",2003,1,419,5,1,1,0.0126081220937769,0.0126081220937769,0.0126081220937769,0.0126081220937769,12,12,12,12,12,12,"v","1",1,1,0,0.0126081220937769
"World","Latin America and the Caribbean","South America","Nariño",2004,1,419,5,1,1,0.0136002711845561,0.0136002711845561,0.0136002711845561,0.0136002711845561,12,12,12,12,12,12,"v","1",1,1,0,0.0136002711845561
"World","Latin America and the Caribbean","South America","Nariño",2005,1,419,5,1,1,0.0139704505076841,0.0139704505076841,0.0139704505076841,0.0139704505076841,12,12,12,12,12,12,"v","1",1,1,0,0.0139704505076841
"World","Latin America and the Caribbean","South America","Nariño",2006,1,419,5,1,1,0.0147542783961198,0.0147542783961198,0.0147542783961198,0.0147542783961198,12,12,12,12,12,12,"v","1",1,1,0,0.0147542783961198
"World","Latin America and the Caribbean","South America","Nariño",2007,1,419,5,1,1,0.0142147315494213,0.0142147315494213,0.0142147315494213,0.0142147315494213,12,12,12,12,12,12,"v","1",1,1,0,0.0142147315494213
"World","Latin America and the Caribbean","South America","Nariño",2008,1,419,5,1,1,0.0132712249884302,0.0132712249884302,0.0132712249884302,0.0132712249884302,12,12,12,12,12,12,"v","1",1,1,0,0.0132712249884302
"World","Latin America and the Caribbean","South America","Nariño",2009,1,419,5,1,1,0.0140475825712681,0.0140475825712681,0.0140475825712681,0.0140475825712681,12,12,12,12,12,12,"v","1",1,1,0,0.0140475825712681
"World","Latin America and the Caribbean","South America","Nariño",2010,1,419,5,1,1,0.013617463059614,0.013617463059614,0.013617463059614,0.013617463059614,12,12,12,12,12,12,"v","1",1,1,0,0.013617463059614
"World","Latin America and the Caribbean","South America","Nariño",2011,1,419,5,1,1,0.012532368045024,0.012532368045024,0.012532368045024,0.012532368045024,12,12,12,12,12,12,"v","1",1,1,0,0.012532368045024
"World","Latin America and the Caribbean","South America","Nariño",2012,1,419,5,1,1,0.0123086663464264,0.0123086663464264,0.0123086663464264,0.0123086663464264,12,12,12,12,12,12,"v","1",1,1,0,0.0123086663464264
"World","Latin America and the Caribbean","South America","San Andrés y Providencia",1990,1,419,5,11,1,0.0110852868025015,0.0110852868025015,0.0110852868025015,0.0110852868025015,12,12,12,12,12,12,"v","11",1,1,0,0.0110852868025015
"World","Latin America and the Caribbean","South America","San Andrés y Providencia",1991,1,419,5,11,1,0.0113389742544577,0.0113389742544577,0.0113389742544577,0.0113389742544577,12,12,12,12,12,12,"v","11",1,1,0,0.0113389742544577
"World","Latin America and the Caribbean","South America","San Andrés y Providencia",1992,1,419,5,11,1,0.0128940736234819,0.0128940736234819,0.0128940736234819,0.0128940736234819,12,12,12,12,12,12,"v","11",1,1,0,0.0128940736234819
"World","Latin America and the Caribbean","South America","San Andrés y Providencia",1993,1,419,5,11,1,0.0130180886796176,0.0130180886796176,0.0130180886796176,0.0130180886796176,12,12,12,12,12,12,"v","11",1,1,0,0.0130180886796176
"World","Latin America and the Caribbean","South America","San Andrés y Providencia",1994,1,419,5,11,1,0.0115779514696784,0.0115779514696784,0.0115779514696784,0.0115779514696784,12,12,12,12,12,12,"v","11",1,1,0,0.0115779514696784
"World","Latin America and the Caribbean","South America","San Andrés y Providencia",1995,1,419,5,11,1,0.0115618835316687,0.0115618835316687,0.0115618835316687,0.0115618835316687,12,12,12,12,12,12,"v","11",1,1,0,0.0115618835316687
"World","Latin America and the Caribbean","South America","San Andrés y Providencia",1996,1,419,5,11,1,0.0124960027280426,0.0124960027280426,0.0124960027280426,0.0124960027280426,12,12,12,12,12,12,"v","11",1,1,0,0.0124960027280426
"World","Latin America and the Caribbean","South America","San Andrés y Providencia",1997,1,419,5,11,1,0.0122597529374729,0.0122597529374729,0.0122597529374729,0.0122597529374729,12,12,12,12,12,12,"v","11",1,1,0,0.0122597529374729
"World","Latin America and the Caribbean","South America","San Andrés y Providencia",1998,1,419,5,11,1,0.0118178042510533,0.0118178042510533,0.0118178042510533,0.0118178042510533,12,12,12,12,12,12,"v","11",1,1,0,0.0118178042510533
"World","Latin America and the Caribbean","South America","San Andrés y Providencia",1999,1,419,5,11,1,0.0122530802277283,0.0122530802277283,0.0122530802277283,0.0122530802277283,12,12,12,12,12,12,"v","11",1,1,0,0.0122530802277283
"World","Latin America and the Caribbean","South America","San Andrés y Providencia",2000,1,419,5,11,1,0.0119051443401756,0.0119051443401756,0.0119051443401756,0.0119051443401756,12,12,12,12,12,12,"v","11",1,1,0,0.0119051443401756
"World","Latin America and the Caribbean","South America","San Andrés y Providencia",2001,1,419,5,11,1,0.0131041592349824,0.0131041592349824,0.0131041592349824,0.0131041592349824,12,12,12,12,12,12,"v","11",1,1,0,0.0131041592349824
"World","Latin America and the Caribbean","South America","San Andrés y Providencia",2002,1,419,5,11,1,0.0123023239107723,0.0123023239107723,0.0123023239107723,0.0123023239107723,12,12,12,12,12,12,"v","11",1,1,0,0.0123023239107723
"World","Latin America and the Caribbean","South America","San Andrés y Providencia",2003,1,419,5,11,1,0.0126081220937769,0.0126081220937769,0.0126081220937769,0.0126081220937769,12,12,12,12,12,12,"v","11",1,1,0,0.0126081220937769
"World","Latin America and the Caribbean","South America","San Andrés y Providencia",2004,1,419,5,11,1,0.0136002711845561,0.0136002711845561,0.0136002711845561,0.0136002711845561,12,12,12,12,12,12,"v","11",1,1,0,0.0136002711845561
"World","Latin America and the Caribbean","South America","San Andrés y Providencia",2005,1,419,5,11,1,0.0139704505076841,0.0139704505076841,0.0139704505076841,0.0139704505076841,12,12,12,12,12,12,"v","11",1,1,0,0.0139704505076841
"World","Latin America and the Caribbean","South America","San Andrés y Providencia",2006,1,419,5,11,1,0.0147542783961198,0.0147542783961198,0.0147542783961198,0.0147542783961198,12,12,12,12,12,12,"v","11",1,1,0,0.0147542783961198
"World","Latin America and the Caribbean","South America","San Andrés y Providencia",2007,1,419,5,11,1,0.0142147315494213,0.0142147315494213,0.0142147315494213,0.0142147315494213,12,12,12,12,12,12,"v","11",1,1,0,0.0142147315494213
"World","Latin America and the Caribbean","South America","San Andrés y Providencia",2008,1,419,5,11,1,0.0132712249884302,0.0132712249884302,0.0132712249884302,0.0132712249884302,12,12,12,12,12,12,"v","11",1,1,0,0.0132712249884302
"World","Latin America and the Caribbean","South America","San Andrés y Providencia",2009,1,419,5,11,1,0.0140475825712681,0.0140475825712681,0.0140475825712681,0.0140475825712681,12,12,12,12,12,12,"v","11",1,1,0,0.0140475825712681
"World","Latin America and the Caribbean","South America","San Andrés y Providencia",2010,1,419,5,11,1,0.013617463059614,0.013617463059614,0.013617463059614,0.013617463059614,12,12,12,12,12,12,"v","11",1,1,0,0.013617463059614
"World","Latin America and the Caribbean","South America","San Andrés y Providencia",2011,1,419,5,11,1,0.012532368045024,0.012532368045024,0.012532368045024,0.012532368045024,12,12,12,12,12,12,"v","11",1,1,0,0.012532368045024
"World","Latin America and the Caribbean","South America","San Andrés y Providencia",2012,1,419,5,11,1,0.0123086663464264,0.0123086663464264,0.0123086663464264,0.0123086663464264,12,12,12,12,12,12,"v","11",1,1,0,0.0123086663464264
"World","Latin America and the Caribbean","South America","Sucre",1990,1,419,5,7,1,0.0110852868025015,0.0110852868025015,0.0110852868025015,0.0110852868025015,12,12,12,12,12,12,"v","7",1,1,0,0.0110852868025015
"World","Latin America and the Caribbean","South America","Sucre",1991,1,419,5,7,1,0.0113389742544577,0.0113389742544577,0.0113389742544577,0.0113389742544577,12,12,12,12,12,12,"v","7",1,1,0,0.0113389742544577
"World","Latin America and the Caribbean","South America","Sucre",1992,1,419,5,7,1,0.0128940736234819,0.0128940736234819,0.0128940736234819,0.0128940736234819,12,12,12,12,12,12,"v","7",1,1,0,0.0128940736234819
"World","Latin America and the Caribbean","South America","Sucre",1993,1,419,5,7,1,0.0130180886796176,0.0130180886796176,0.0130180886796176,0.0130180886796176,12,12,12,12,12,12,"v","7",1,1,0,0.0130180886796176
"World","Latin America and the Caribbean","South America","Sucre",1994,1,419,5,7,1,0.0115779514696784,0.0115779514696784,0.0115779514696784,0.0115779514696784,12,12,12,12,12,12,"v","7",1,1,0,0.0115779514696784
"World","Latin America and the Caribbean","South America","Sucre",1995,1,419,5,7,1,0.0115618835316687,0.0115618835316687,0.0115618835316687,0.0115618835316687,12,12,12,12,12,12,"v","7",1,1,0,0.0115618835316687
"World","Latin America and the Caribbean","South America","Sucre",1996,1,419,5,7,1,0.0124960027280426,0.0124960027280426,0.0124960027280426,0.0124960027280426,12,12,12,12,12,12,"v","7",1,1,0,0.0124960027280426
"World","Latin America and the Caribbean","South America","Sucre",1997,1,419,5,7,1,0.0122597529374729,0.0122597529374729,0.0122597529374729,0.0122597529374729,12,12,12,12,12,12,"v","7",1,1,0,0.0122597529374729
"World","Latin America and the Caribbean","South America","Sucre",1998,1,419,5,7,1,0.0118178042510533,0.0118178042510533,0.0118178042510533,0.0118178042510533,12,12,12,12,12,12,"v","7",1,1,0,0.0118178042510533
"World","Latin America and the Caribbean","South America","Sucre",1999,1,419,5,7,1,0.0122530802277283,0.0122530802277283,0.0122530802277283,0.0122530802277283,12,12,12,12,12,12,"v","7",1,1,0,0.0122530802277283
"World","Latin America and the Caribbean","South America","Sucre",2000,1,419,5,7,1,0.0119051443401756,0.0119051443401756,0.0119051443401756,0.0119051443401756,12,12,12,12,12,12,"v","7",1,1,0,0.0119051443401756
"World","Latin America and the Caribbean","South America","Sucre",2001,1,419,5,7,1,0.0131041592349824,0.0131041592349824,0.0131041592349824,0.0131041592349824,12,12,12,12,12,12,"v","7",1,1,0,0.0131041592349824
"World","Latin America and the Caribbean","South America","Sucre",2002,1,419,5,7,1,0.0123023239107723,0.0123023239107723,0.0123023239107723,0.0123023239107723,12,12,12,12,12,12,"v","7",1,1,0,0.0123023239107723
"World","Latin America and the Caribbean","South America","Sucre",2003,1,419,5,7,1,0.0126081220937769,0.0126081220937769,0.0126081220937769,0.0126081220937769,12,12,12,12,12,12,"v","7",1,1,0,0.0126081220937769
"World","Latin America and the Caribbean","South America","Sucre",2004,1,419,5,7,1,0.0136002711845561,0.0136002711845561,0.0136002711845561,0.0136002711845561,12,12,12,12,12,12,"v","7",1,1,0,0.0136002711845561
"World","Latin America and the Caribbean","South America","Sucre",2005,1,419,5,7,1,0.0139704505076841,0.0139704505076841,0.0139704505076841,0.0139704505076841,12,12,12,12,12,12,"v","7",1,1,0,0.0139704505076841
"World","Latin America and the Caribbean","South America","Sucre",2006,1,419,5,7,1,0.0147542783961198,0.0147542783961198,0.0147542783961198,0.0147542783961198,12,12,12,12,12,12,"v","7",1,1,0,0.0147542783961198
"World","Latin America and the Caribbean","South America","Sucre",2007,1,419,5,7,1,0.0142147315494213,0.0142147315494213,0.0142147315494213,0.0142147315494213,12,12,12,12,12,12,"v","7",1,1,0,0.0142147315494213
"World","Latin America and the Caribbean","South America","Sucre",2008,1,419,5,7,1,0.0132712249884302,0.0132712249884302,0.0132712249884302,0.0132712249884302,12,12,12,12,12,12,"v","7",1,1,0,0.0132712249884302
"World","Latin America and the Caribbean","South America","Sucre",2009,1,419,5,7,1,0.0140475825712681,0.0140475825712681,0.0140475825712681,0.0140475825712681,12,12,12,12,12,12,"v","7",1,1,0,0.0140475825712681
"World","Latin America and the Caribbean","South America","Sucre",2010,1,419,5,7,1,0.013617463059614,0.013617463059614,0.013617463059614,0.013617463059614,12,12,12,12,12,12,"v","7",1,1,0,0.013617463059614
"World","Latin America and the Caribbean","South America","Sucre",2011,1,419,5,7,1,0.012532368045024,0.012532368045024,0.012532368045024,0.012532368045024,12,12,12,12,12,12,"v","7",1,1,0,0.012532368045024
"World","Latin America and the Caribbean","South America","Sucre",2012,1,419,5,7,1,0.0123086663464264,0.0123086663464264,0.0123086663464264,0.0123086663464264,12,12,12,12,12,12,"v","7",1,1,0,0.0123086663464264
"World","Latin America and the Caribbean","South America","Valle del Cauca",1990,1,419,5,3,1,0.0110852868025015,0.0110852868025015,0.0110852868025015,0.0110852868025015,12,12,12,12,12,12,"v","3",1,1,0,0.0110852868025015
"World","Latin America and the Caribbean","South America","Valle del Cauca",1991,1,419,5,3,1,0.0113389742544577,0.0113389742544577,0.0113389742544577,0.0113389742544577,12,12,12,12,12,12,"v","3",1,1,0,0.0113389742544577
"World","Latin America and the Caribbean","South America","Valle del Cauca",1992,1,419,5,3,1,0.0128940736234819,0.0128940736234819,0.0128940736234819,0.0128940736234819,12,12,12,12,12,12,"v","3",1,1,0,0.0128940736234819
"World","Latin America and the Caribbean","South America","Valle del Cauca",1993,1,419,5,3,1,0.0130180886796176,0.0130180886796176,0.0130180886796176,0.0130180886796176,12,12,12,12,12,12,"v","3",1,1,0,0.0130180886796176
"World","Latin America and the Caribbean","South America","Valle del Cauca",1994,1,419,5,3,1,0.0115779514696784,0.0115779514696784,0.0115779514696784,0.0115779514696784,12,12,12,12,12,12,"v","3",1,1,0,0.0115779514696784
"World","Latin America and the Caribbean","South America","Valle del Cauca",1995,1,419,5,3,1,0.0115618835316687,0.0115618835316687,0.0115618835316687,0.0115618835316687,12,12,12,12,12,12,"v","3",1,1,0,0.0115618835316687
"World","Latin America and the Caribbean","South America","Valle del Cauca",1996,1,419,5,3,1,0.0124960027280426,0.0124960027280426,0.0124960027280426,0.0124960027280426,12,12,12,12,12,12,"v","3",1,1,0,0.0124960027280426
"World","Latin America and the Caribbean","South America","Valle del Cauca",1997,1,419,5,3,1,0.0122597529374729,0.0122597529374729,0.0122597529374729,0.0122597529374729,12,12,12,12,12,12,"v","3",1,1,0,0.0122597529374729
"World","Latin America and the Caribbean","South America","Valle del Cauca",1998,1,419,5,3,1,0.0118178042510533,0.0118178042510533,0.0118178042510533,0.0118178042510533,12,12,12,12,12,12,"v","3",1,1,0,0.0118178042510533
